decision_time,signal_time,signal,side,entry_time,entry_price,exit_time,exit_price,units,allocation_usd,gross_pnl,fee_usd,slippage_usd,net_pnl,capital_after,median_pred,low_pred,high_pred,median_ret,low_ret,high_ret,p_pos,predict_on_returns,exit_reason,future_return,p_pos_calib
2025-08-05 06:00:00,2025-07-28 23:00:00,STRONG_BUY,LONG,2025-08-05 07:00:00,114178.64,2025-08-05 11:00:00,114827.07,0.0007851111958587,89.64292859192281,0.5090896527306787,0.1797949468365763,0.0898974734182881,0.2393972324758142,996.2719371427291,119151.7474597426,119151.7474597426,119151.7474597426,0.0435555888150224,0.0435555888150224,0.0435555888150224,1.0,False,time_exit,0.00567908323308114,0.5135135135135135
2025-08-05 10:00:00,2025-07-28 23:00:00,STRONG_BUY,LONG,2025-08-05 11:00:00,114841.28,2025-08-05 12:00:00,114213.57142857143,0.0007807686778033,89.66447434284564,-0.4900951913601169,0.1788388534943311,0.0894194267471655,-0.7583534716016136,995.5135836711275,119129.20199588875,119129.20199588875,119129.20199588875,0.0373379012256548,0.0373379012256548,0.0373379012256548,1.0,False,trailing_sl,-0.005465879267703774,0.5135135135135135
2025-08-05 11:00:00,2025-07-28 23:00:00,STRONG_BUY,LONG,2025-08-05 12:00:00,114827.07,2025-08-05 12:00:00,113969.85,0.0007802709111222,89.59622253040149,-0.6688638304322392,0.1785235812303707,0.0892617906151853,-0.9366492022777952,994.57693446885,120080.07807452467,120080.07807452467,120080.07807452467,0.0457471228215147,0.0457471228215147,0.0457471228215147,1.0,False,trailing_sl,-0.007465312839559531,0.5135135135135135
2025-08-05 12:00:00,2025-07-28 23:00:00,STRONG_BUY,LONG,2025-08-05 13:00:00,113937.35,2025-08-05 14:00:00,113591.05571428571,0.0007856240653499,89.51192410219649,-0.2720571245503078,0.1787517910798426,0.0893758955399213,-0.5401848111700719,994.0367496576798,121538.10592453634,121538.10592453634,121538.10592453634,0.0667099588022394,0.0667099588022394,0.0667099588022394,1.0,False,trailing_sl,-0.0030393394766008827,0.5135135135135135
2025-08-05 13:00:00,2025-07-28 23:00:00,STRONG_BUY,LONG,2025-08-05 14:00:00,114380.75,2025-08-05 14:00:00,113197.31857142856,0.0007821535308099,89.46330746919118,-0.9256250703286216,0.1780009898680537,0.0890004949340268,-1.1926265551307025,992.8441231025492,120581.53951496688,120581.53951496688,120581.53951496688,0.0542055604215378,0.0542055604215378,0.0542055604215378,1.0,False,trailing_sl,-0.010346421304034424,0.5135135135135135
2025-08-05 14:00:00,2025-07-28 23:00:00,STRONG_BUY,LONG,2025-08-05 15:00:00,113037.12,2025-08-05 19:00:00,113616.52,0.0007905011298875,89.35597107922942,0.4580163546568269,0.1791699585131156,0.0895849792565578,0.1892614168871534,993.0333845194364,121538.10592453634,121538.10592453634,121538.10592453634,0.0752052593390237,0.0752052593390237,0.0752052593390237,1.0,False,time_exit,0.005125749842175816,0.5135135135135135
2025-08-05 18:00:00,2025-07-28 23:00:00,STRONG_BUY,LONG,2025-08-05 19:00:00,113644.72,2025-08-05 23:00:00,114129.75,0.0007864246100192,89.37300460674926,0.3814395285976461,0.1791274487420961,0.089563724371048,0.1127483554845018,993.1461328749208,118576.14296932008,118576.14296932008,118576.14296932008,0.0433934229698864,0.0433934229698864,0.0433934229698864,1.0,False,time_exit,0.004267950152017611,0.5135135135135135
2025-08-05 22:00:00,2025-07-29 23:00:00,STRONG_BUY,LONG,2025-08-05 23:00:00,113961.25,2025-08-06 03:00:00,113509.97,0.0007843293396548,89.38315195874287,-0.3539521443994461,0.1784123517730863,0.0892061758865431,-0.6215706720590756,992.5245622028616,119337.8623242012,119337.8623242012,119337.8623242012,0.0471793028261904,0.0471793028261904,0.0471793028261904,1.0,False,time_exit,-0.003959942524322951,0.5135135135135135
2025-08-06 02:00:00,2025-07-29 23:00:00,STRONG_BUY,LONG,2025-08-06 03:00:00,113623.23,2025-08-06 05:00:00,113523.08714285714,0.000786170315685,89.32721059825755,-0.0787293416136034,0.1785756918549015,0.0892878459274507,-0.3465928793959557,992.1779693234656,117249.93141113812,117249.93141113812,117249.93141113812,0.0319187522685778,0.0319187522685778,0.0319187522685778,1.0,False,trailing_sl,-0.0008813590068056952,0.5135135135135135
2025-08-06 04:00:00,2025-07-29 23:00:00,STRONG_BUY,LONG,2025-08-06 05:00:00,113429.21,2025-08-06 05:00:00,113523.08714285714,0.0007872400525324,89.29601723911192,0.0739038468744448,0.1786659383250982,0.0893329691625491,-0.1940950606132025,991.9838742628524,117922.1445118246,117922.1445118246,117922.1445118246,0.0396100308890856,0.0396100308890856,0.0396100308890856,1.0,False,trailing_sl,0.0008276275824995559,0.5135135135135135
2025-08-06 05:00:00,2025-07-29 23:00:00,STRONG_BUY,LONG,2025-08-06 06:00:00,114148.01,2025-08-06 10:00:00,114067.2,0.0007821296988327,89.27854868365672,-0.0632039009626719,0.1784938934663507,0.0892469467331753,-0.3309447411621982,991.6529295216905,118989.21330552532,118989.21330552532,118989.21330552532,0.0424116312279585,0.0424116312279585,0.0424116312279585,1.0,False,time_exit,-0.0007079405063653556,0.5135135135135135
2025-08-06 09:00:00,2025-07-29 23:00:00,STRONG_BUY,LONG,2025-08-06 10:00:00,114093.15,2025-08-06 14:00:00,114180.45142857142,0.0007822447154535,89.24876365695212,0.0682910811515495,0.1785658183950558,0.0892829091975279,-0.1995576464410342,991.4533718752492,119337.8623242012,119337.8623242012,119337.8623242012,0.0459686872016523,0.0459686872016523,0.0459686872016523,1.0,False,trailing_sl,0.000765176775042417,0.5135135135135135
2025-08-06 13:00:00,2025-07-29 23:00:00,STRONG_BUY,LONG,2025-08-06 14:00:00,114270.09,2025-08-06 14:00:00,114180.45142857142,0.0007808762859009,89.23080346877244,-0.069996634730614,0.1783916103028142,0.0891958051514071,-0.3375840501848354,991.1157878250644,118997.73124518078,118997.73124518078,118997.73124518078,0.041372517035567,0.041372517035567,0.041372517035567,1.0,False,trailing_sl,-0.0007844447434019838,0.5135135135135135
2025-08-06 14:00:00,2025-07-29 23:00:00,STRONG_BUY,LONG,2025-08-06 15:00:00,115187.96,2025-08-06 19:00:00,115259.99,0.0007743901437637,89.2004209042558,0.0557793220553037,0.1784566211305669,0.0892283105652834,-0.2119056096405466,990.903882215424,119337.8623242012,119337.8623242012,119337.8623242012,0.0360272230205412,0.0360272230205412,0.0360272230205412,1.0,False,time_exit,0.0006253257718948997,0.5135135135135135
2025-08-06 18:00:00,2025-07-29 23:00:00,STRONG_BUY,LONG,2025-08-06 19:00:00,115423.23,2025-08-06 23:00:00,114992.27,0.0007726464542656,89.18134939938815,-0.3329797159303165,0.1780297190828459,0.0890148595414229,-0.6000242945545855,990.3038579208692,117114.65815027074,117114.65815027074,117114.65815027074,0.0146542277218634,0.0146542277218634,0.0146542277218634,1.0,False,time_exit,-0.0037337371341972657,0.5135135135135135
2025-08-06 22:00:00,2025-07-30 23:00:00,STRONG_BUY,LONG,2025-08-06 23:00:00,115106.66,2025-08-07 03:00:00,114546.03,0.0007743022620313,89.12734721287823,-0.4340970771626623,0.1778205973485938,0.0889102986742969,-0.700827973185553,989.6030299476836,120231.3469215599,120231.3469215599,120231.3469215599,0.0445211117788387,0.0445211117788387,0.0445211117788387,1.0,False,time_exit,-0.004870526171118201,0.5135135135135135
2025-08-07 02:00:00,2025-07-30 23:00:00,STRONG_BUY,LONG,2025-08-07 03:00:00,114564.76,2025-08-07 07:00:00,114787.99,0.0007774142126714,89.06427269529154,0.1735421746946518,0.1783020875652777,0.0891510437826388,-0.0939109566532647,989.5091189910304,116383.41333099086,116383.41333099086,116383.41333099086,0.0158698458293024,0.0158698458293024,0.0158698458293024,1.0,False,time_exit,0.0019485049329306017,0.5135135135135135
2025-08-07 06:00:00,2025-07-30 23:00:00,STRONG_BUY,LONG,2025-08-07 07:00:00,114650.01,2025-08-07 10:00:00,115658.11714285714,0.0007767624329835,89.05582070919273,0.7830597569938498,0.1788947011753793,0.0894473505876896,0.5147177052307808,990.0238366962612,117894.40390223949,117894.40390223949,117894.40390223949,0.0282982435172877,0.0282982435172877,0.0282982435172877,1.0,False,trailing_sl,0.008792909332124305,0.5135135135135135
2025-08-07 09:00:00,2025-07-30 23:00:00,STRONG_BUY,LONG,2025-08-07 10:00:00,115062.19,2025-08-07 10:00:00,115658.11714285714,0.0007743824909178,89.1021453026635,0.4614755452912704,0.1786657661506183,0.0893328830753091,0.193476896065343,990.2173135923264,120231.3469215599,120231.3469215599,120231.3469215599,0.044924896019795,0.044924896019795,0.044924896019795,1.0,False,trailing_sl,0.005179174347864727,0.5135135135135135
2025-08-07 10:00:00,2025-07-30 23:00:00,STRONG_BUY,LONG,2025-08-07 11:00:00,116347.23,2025-08-07 12:00:00,116049.38428571427,0.0007659792005646,89.11955822330938,-0.2281436221201794,0.1780109728244985,0.0890054864122492,-0.4951600813569272,989.7221535109696,117827.16281190958,117827.16281190958,117827.16281190958,0.0127200530610837,0.0127200530610837,0.0127200530610837,1.0,False,trailing_sl,-0.0025599725432717425,0.5135135135135135
2025-08-07 11:00:00,2025-07-30 23:00:00,STRONG_BUY,LONG,2025-08-07 12:00:00,116519.54,2025-08-07 16:00:00,115865.22857142855,0.0007644640016257,89.07499381598726,-0.5001975329951485,0.1776497900989793,0.0888248950494896,-0.7666722181436174,988.955481292826,119003.81297914336,119003.81297914336,119003.81297914336,0.0213207432191269,0.0213207432191269,0.0213207432191269,1.0,False,trailing_sl,-0.0056154652564835055,0.5135135135135135
2025-08-07 16:00:00,2025-07-30 23:00:00,STRONG_BUY,LONG,2025-08-07 17:00:00,116259.24,2025-08-07 21:00:00,117105.78,0.0007655821018299,89.00599331635432,0.6480958724831335,0.1786600825051917,0.0893300412525958,0.3801057487253458,989.3355870415512,120231.3469215599,120231.3469215599,120231.3469215599,0.0341659460491905,0.0341659460491905,0.0341659460491905,1.0,False,time_exit,0.007281485755454737,0.5135135135135135
2025-08-07 21:00:00,2025-07-30 23:00:00,STRONG_SELL,SHORT,2025-08-07 22:00:00,117105.77,2025-08-08 02:00:00,116700.0,0.0007603400142771,89.0402028337396,0.3085231675932525,0.1777718824998859,0.0888859412499429,0.0418653438434235,989.3774523853946,115005.74400910886,115005.74400910886,115005.74400910886,-0.0179328124614441,-0.0179328124614441,-0.0179328124614441,0.0,False,time_exit,-0.0034649872504147667,0.5135135135135135
2025-08-08 01:00:00,2025-07-31 23:00:00,STRONG_BUY,LONG,2025-08-08 02:00:00,116888.01,2025-08-08 06:00:00,116740.01,0.0007617887473204,89.04397071468551,-0.1127447346034332,0.1779751966947675,0.0889875983473837,-0.3797075296455846,988.997744855749,118510.26151037223,118510.26151037223,118510.26151037223,0.0138785951748711,0.0138785951748711,0.0138785951748711,1.0,False,time_exit,-0.0012661692161582698,0.5135135135135135
2025-08-08 05:00:00,2025-07-31 23:00:00,STRONG_BUY,LONG,2025-08-08 06:00:00,116530.64,2025-08-08 10:00:00,116544.39,0.0007638317015766,89.0097970370174,0.010502685896679,0.1780300967599314,0.0890150483799657,-0.2565424592432181,988.741202396506,118028.02688979566,118028.02688979566,118028.02688979566,0.012849813733914,0.012849813733914,0.012849813733914,1.0,False,time_exit,0.00011799471795572392,0.5135135135135135
2025-08-08 09:00:00,2025-07-31 23:00:00,STRONG_BUY,LONG,2025-08-08 10:00:00,116685.17,2025-08-08 14:00:00,116498.48714285714,0.0007626222613866,88.98670821568552,-0.142368502676411,0.1778310479286946,0.0889155239643473,-0.4091150745694529,988.3320873219365,118510.26151037223,118510.26151037223,118510.26151037223,0.0156411608293688,0.0156411608293688,0.0156411608293688,1.0,False,trailing_sl,-0.0015998850337439043,0.5135135135135135
2025-08-08 14:00:00,2025-07-31 23:00:00,STRONG_BUY,LONG,2025-08-08 15:00:00,116491.53,2025-08-08 19:00:00,116453.41,0.0007635738654902,88.94988785897428,-0.029107435752485,0.177870668282196,0.088935334141098,-0.2959134381757792,988.0361738837606,118510.26151037223,118510.26151037223,118510.26151037223,0.0173294273873152,0.0173294273873152,0.0173294273873152,1.0,False,time_exit,-0.0003272340916115991,0.5135135135135135
2025-08-08 19:00:00,2025-07-31 23:00:00,STRONG_BUY,LONG,2025-08-08 20:00:00,116453.41,2025-08-09 00:00:00,116586.0,0.0007635951205682,88.92325564953845,0.1012450770361468,0.177947756376113,0.0889738781880565,-0.1656765575280227,987.8704973262326,118402.52803407484,118402.52803407484,118402.52803407484,0.0167373203934074,0.0167373203934074,0.0167373203934074,1.0,False,time_exit,0.0011385669170185441,0.5135135135135135
2025-08-08 23:00:00,2025-08-01 23:00:00,STRONG_BUY,LONG,2025-08-09 00:00:00,116674.74,2025-08-09 04:00:00,116434.76,0.0007620187948082,88.90834475936093,-0.1828692703780815,0.1776338202483438,0.0888169101241719,-0.4493200007505973,987.421177325482,119544.63383700998,119544.63383700998,119544.63383700998,0.0245973878922719,0.0245973878922719,0.0245973878922719,1.0,False,time_exit,-0.0020568290959980754,0.5135135135135135
2025-08-09 05:00:00,2025-08-01 23:00:00,STRONG_BUY,LONG,2025-08-09 06:00:00,116739.23,2025-08-09 10:00:00,117424.16,0.0007612514315821,88.86790595929337,0.5214039430335413,0.1782572158616202,0.0891286079308101,0.2540181192411109,987.675195444723,118955.72725410276,118955.72725410276,118955.72725410276,0.0189867386833266,0.0189867386833266,0.0189867386833266,1.0,False,time_exit,0.005867179353504452,0.5135135135135135
2025-08-09 09:00:00,2025-08-01 23:00:00,STRONG_BUY,LONG,2025-08-09 10:00:00,117510.88,2025-08-09 11:00:00,117343.67285714284,0.0007564471271938,88.89076759002506,-0.1264833628605887,0.1776550518171895,0.0888275259085947,-0.3929659405863731,987.2822295041368,119942.21602672142,119942.21602672142,119942.21602672142,0.0206903925289756,0.0206903925289756,0.0206903925289756,1.0,False,trailing_sl,-0.0014229077584744945,0.5135135135135135
2025-08-09 11:00:00,2025-08-01 23:00:00,STRONG_BUY,LONG,2025-08-09 12:00:00,117110.0,2025-08-09 16:00:00,116648.51,0.0007587345286941,88.85540065537229,-0.3501483976470688,0.1773606529130975,0.0886803264565487,-0.6161893770167151,986.66604012712,118475.31534700548,118475.31534700548,118475.31534700548,0.0116584010503414,0.0116584010503414,0.0116584010503414,1.0,False,time_exit,-0.003940654085902188,0.5135135135135135
2025-08-09 16:00:00,2025-08-01 23:00:00,STRONG_BUY,LONG,2025-08-09 17:00:00,116648.51,2025-08-09 21:00:00,116524.09,0.0007612608477505,88.7999436114408,-0.0947160746771245,0.1775051711482044,0.0887525855741022,-0.3609738313994313,986.3050662957206,119942.21602672142,119942.21602672142,119942.21602672142,0.028236160296616,0.028236160296616,0.028236160296616,1.0,False,time_exit,-0.001066623139892642,0.5135135135135135
2025-08-09 22:00:00,2025-08-02 23:00:00,STRONG_BUY,LONG,2025-08-09 23:00:00,116541.62,2025-08-10 02:00:00,116683.88857142856,0.000761680298992,88.76745596661485,0.108363168022886,0.1776432751012526,0.0888216375506263,-0.1581017446289928,986.1469645510916,117979.85439037696,117979.85439037696,117979.85439037696,0.0123408638645002,0.0123408638645002,0.0123408638645002,1.0,False,trailing_sl,0.0012207533362635745,0.5135135135135135
2025-08-10 01:00:00,2025-08-02 23:00:00,STRONG_BUY,LONG,2025-08-10 02:00:00,116576.42,2025-08-10 02:00:00,116683.88857142856,0.0007613308661356,88.75322680959825,0.0818191405680812,0.1775882727597645,0.0887941363798822,-0.1845632685715656,985.96240128252,117979.85439037696,117979.85439037696,117979.85439037696,0.0120387501209675,0.0120387501209675,0.0120387501209675,1.0,False,trailing_sl,0.0009218722913995712,0.5135135135135135
2025-08-10 02:00:00,2025-08-02 23:00:00,STRONG_SELL,SHORT,2025-08-10 03:00:00,117317.99,2025-08-10 03:00:00,118023.68142857144,0.0007563768874272,88.7366161154268,-0.5337686862269813,0.1780070009170805,0.0890035004585402,-0.8007791876026021,985.1616220949174,113898.82274295992,113898.82274295992,113898.82274295992,-0.029144441164054,-0.029144441164054,-0.029144441164054,0.0,False,trailing_sl,0.006015202174631786,0.5135135135135135
2025-08-10 03:00:00,2025-08-02 23:00:00,STRONG_SELL,SHORT,2025-08-10 04:00:00,118500.0,2025-08-10 08:00:00,118383.69285714286,0.0007482240167809,88.66454598854257,0.0870237976088865,0.1772420681794762,0.0886210340897381,-0.1788393046603277,984.9827827902571,113592.39819245068,113592.39819245068,113592.39819245068,-0.0414143612451419,-0.0414143612451419,-0.0414143612451419,0.0,False,trailing_sl,-0.0009814948764315782,0.5135135135135135
2025-08-10 07:00:00,2025-08-02 23:00:00,STRONG_SELL,SHORT,2025-08-10 08:00:00,117808.29,2025-08-10 12:00:00,118614.79857142856,0.0007524805805357,88.64845045112314,-0.6068820380356206,0.1779037829402819,0.0889518914701409,-0.8737377124460434,984.1090450778112,113362.65584159632,113362.65584159632,113362.65584159632,-0.037736255920879,-0.037736255920879,-0.037736255920879,0.0,False,trailing_sl,0.006845940734973464,0.5135135135135135
2025-08-10 11:00:00,2025-08-02 23:00:00,STRONG_SELL,SHORT,2025-08-10 12:00:00,118330.58,2025-08-10 16:00:00,118671.74,0.00074849471757,88.56981405700299,-0.2553564578462089,0.1773949845718522,0.0886974922859261,-0.5214489347039872,983.587596143107,115815.40153968254,115815.40153968254,115815.40153968254,-0.0212555238072648,-0.0212555238072648,-0.0212555238072648,0.0,False,time_exit,0.0028831093365721985,0.5135135135135135
2025-08-10 15:00:00,2025-08-02 23:00:00,STRONG_SELL,SHORT,2025-08-10 16:00:00,118815.0,2025-08-10 20:00:00,118323.16,0.0007450480465671,88.52288365287963,0.3664444312235997,0.1766793228745356,0.0883396614372678,0.1014254469117962,983.6890215900188,114155.40008581316,114155.40008581316,114155.40008581316,-0.0392172698244063,-0.0392172698244063,-0.0392172698244063,0.0,False,time_exit,-0.004139544670285709,0.5135135135135135
2025-08-10 20:00:00,2025-08-02 23:00:00,STRONG_SELL,SHORT,2025-08-10 21:00:00,118323.0,2025-08-10 22:00:00,118976.33428571429,0.0007482231852057,88.5320119431017,-0.4888398602612756,0.1775528637464646,0.0887764318732323,-0.7551691558809727,982.933852434138,114364.54223309163,114364.54223309163,114364.54223309163,-0.0334559841615821,-0.0334559841615821,-0.0334559841615821,0.0,False,trailing_sl,0.005521616978223044,0.5135135135135135
2025-08-10 21:00:00,2025-08-02 23:00:00,STRONG_SELL,SHORT,2025-08-10 22:00:00,118716.9,2025-08-11 00:00:00,119453.70285714284,0.0007451680992265,88.4640467190724,-0.5490419845618599,0.1774771354227066,0.0887385677113533,-0.81525768769592,982.118594746442,113362.65584159632,113362.65584159632,113362.65584159632,-0.0451009431547124,-0.0451009431547124,-0.0451009431547124,0.0,False,trailing_sl,0.006206385587417158,0.5135135135135135
2025-08-10 23:00:00,2025-08-03 23:00:00,STRONG_SELL,SHORT,2025-08-11 00:00:00,119294.27,2025-08-11 01:00:00,119908.96714285716,0.0007409465142557,88.39067352717977,-0.4554577053229445,0.1772368047596825,0.0886184023798412,-0.7213129124624682,981.3972818339794,115216.20540545534,115216.20540545534,115216.20540545534,-0.0341828109772204,-0.0341828109772204,-0.0341828109772204,0.0,False,trailing_sl,0.005152780119758946,0.5135135135135135
2025-08-11 00:00:00,2025-08-03 23:00:00,STRONG_SELL,SHORT,2025-08-11 01:00:00,119126.35,2025-08-11 01:00:00,119908.96714285716,0.0007414459971707,88.32575536505814,-0.5802683478886114,0.1772317790780049,0.0886158895390024,-0.8461160165056187,980.5511658174736,112010.17269048172,112010.17269048172,112010.17269048172,-0.0597363833401954,-0.0597363833401954,-0.0597363833401954,0.0,False,trailing_sl,0.0065696392347885605,0.5135135135135135
2025-08-11 01:00:00,2025-08-03 23:00:00,STRONG_SELL,SHORT,2025-08-11 02:00:00,119988.0,2025-08-11 02:00:00,121081.36571428573,0.0007354869230554,88.24960492357263,-0.8041561849742797,0.1773033660321195,0.0886516830160597,-1.070111234022459,979.4810545834512,115497.33509068246,115497.33509068246,115497.33509068246,-0.0374259501726634,-0.0374259501726634,-0.0374259501726634,0.0,False,trailing_sl,0.009112292181599214,0.5135135135135135
2025-08-11 02:00:00,2025-08-03 23:00:00,STRONG_SELL,SHORT,2025-08-11 03:00:00,121875.99,2025-08-11 07:00:00,121537.15,0.000723303211014,88.15329491251062,0.245084060019993,0.1760615057650012,0.0880307528825006,-0.0190081986275088,979.4620463848238,112517.58491323596,112517.58491323596,112517.58491323596,-0.0767863655417311,-0.0767863655417311,-0.0767863655417311,0.0,False,time_exit,-0.002780203057222436,0.5135135135135135
2025-08-12 03:00:00,2025-08-04 23:00:00,STRONG_SELL,SHORT,2025-08-12 04:00:00,118857.7,2025-08-12 08:00:00,118814.7,0.0007416564864929,88.15158417463414,0.0318912289191972,0.176271277120349,0.0881356385601745,-0.2325156867613264,979.2295306980624,113663.9927391585,113663.9927391585,113663.9927391585,-0.0436968514521272,-0.0436968514521272,-0.0436968514521272,0.0,False,time_exit,-0.000361777150323454,0.5135135135135135
2025-08-12 07:00:00,2025-08-04 23:00:00,STRONG_SELL,SHORT,2025-08-12 08:00:00,118986.73,2025-08-12 12:00:00,119154.18,0.0007406763574629,88.13065776282562,-0.1240262560571769,0.1763853417817084,0.0881926708908542,-0.3886042687297396,978.8409264293329,113075.45481184172,113075.45481184172,113075.45481184172,-0.0496800415051215,-0.0496800415051215,-0.0496800415051215,0.0,False,trailing_sl,0.001407299788808358,0.5135135135135135
2025-08-12 11:00:00,2025-08-04 23:00:00,STRONG_SELL,SHORT,2025-08-12 12:00:00,118522.22,2025-08-12 12:00:00,119184.90142857142,0.0007432841148152,88.09568337863995,-0.4925605790402229,0.1766839273363201,0.08834196366816,-0.7575864700447031,978.083339959288,116382.04230183308,116382.04230183308,116382.04230183308,-0.0180571853798124,-0.0180571853798124,-0.0180571853798124,0.0,False,trailing_sl,0.005591199933408443,0.5135135135135135
2025-08-12 12:00:00,2025-08-04 23:00:00,STRONG_SELL,SHORT,2025-08-12 13:00:00,119264.66,2025-08-12 13:00:00,119643.11857142855,0.000738085369097,88.02750059633593,-0.2793347343807995,0.1763343359270526,0.0881671679635263,-0.5438362382713785,977.5395037210168,116327.94483523296,116327.94483523296,116327.94483523296,-0.0246235151701018,-0.0246235151701018,-0.0246235151701018,0.0,False,trailing_sl,0.00317326667789561,0.5135135135135135
2025-08-12 13:00:00,2025-08-04 23:00:00,STRONG_SELL,SHORT,2025-08-12 14:00:00,118847.35,2025-08-12 15:00:00,119810.7,0.0007402651833203,87.9785553348915,-0.7131344643516826,0.1766702451341346,0.0883351225670673,-0.9781398320528846,976.5613638889638,116363.43648883344,116363.43648883344,116363.43648883344,-0.0209000327829484,-0.0209000327829484,-0.0209000327829484,0.0,False,trailing_sl,0.008105776022771995,0.5135135135135135
2025-08-12 14:00:00,2025-08-04 23:00:00,STRONG_SELL,SHORT,2025-08-12 15:00:00,119437.12,2025-08-12 19:00:00,119665.27,0.0007358727567276,87.89052275000674,-0.1678893694474113,0.1759489348694609,0.0879744674347304,-0.4318127717516027,976.129551117212,116327.94483523296,116327.94483523296,116327.94483523296,-0.0260319000053503,-0.0260319000053503,-0.0260319000053503,0.0,False,time_exit,0.001910210159119784,0.5135135135135135
