decision_time,signal_time,signal,side,entry_time,entry_price,exit_time,exit_price,units,allocation_usd,gross_pnl,fee_usd,slippage_usd,net_pnl,capital_after,median_pred,low_pred,high_pred,median_ret,low_ret,high_ret,p_pos,predict_on_returns,exit_reason
2025-08-03 22:00:00,2025-07-27 23:00:00,STRONG_BUY,LONG,2025-08-03 23:00:00,114324.84,2025-08-04 00:00:00,114135.4857142857,0.0005248203277607911,60.0,-0.09937697829148379,0.11990062302170851,0.059950311510854254,-0.2792279128240466,999.720772087176,121572.01548163053,121572.01548163053,121572.01548163053,0.063391176541706,0.063391176541706,0.063391176541706,1.0,False,trailing_sl
2025-08-03 23:00:00,2025-07-27 23:00:00,STRONG_BUY,NONE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,999.720772087176,121455.79332331024,121455.79332331024,121455.79332331024,0.06345389605100688,0.06345389605100688,0.06345389605100688,1.0,False,none
2025-08-04 00:00:00,2025-07-27 23:00:00,HOLD,NONE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,999.720772087176,114581.91470429371,114581.91470429371,114581.91470429371,-0.0027672380804807197,-0.0027672380804807197,-0.0027672380804807197,0.0,False,none
2025-08-04 01:00:00,2025-07-27 23:00:00,STRONG_BUY,NONE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,999.720772087176,121572.01548163053,121572.01548163053,121572.01548163053,0.0601721247428798,0.0601721247428798,0.0601721247428798,1.0,False,none
2025-08-04 02:00:00,2025-07-27 23:00:00,STRONG_BUY,NONE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,999.720772087176,116274.6571105261,116274.6571105261,116274.6571105261,0.012863973213151995,0.012863973213151995,0.012863973213151995,1.0,False,none
2025-08-04 03:00:00,2025-07-27 23:00:00,HOLD,NONE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,999.720772087176,114417.8532504366,114417.8532504366,114417.8532504366,-0.001333297863766278,-0.001333297863766278,-0.001333297863766278,0.0,False,none
2025-08-04 04:00:00,2025-07-27 23:00:00,STRONG_BUY,NONE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,999.720772087176,118685.6239852155,118685.6239852155,118685.6239852155,0.037610950046711215,0.037610950046711215,0.037610950046711215,1.0,False,none
2025-08-04 05:00:00,2025-07-27 23:00:00,STRONG_BUY,NONE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,999.720772087176,121283.64276957397,121283.64276957397,121283.64276957397,0.060252704354982846,0.060252704354982846,0.060252704354982846,1.0,False,none
2025-08-04 06:00:00,2025-07-27 23:00:00,STRONG_BUY,NONE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,999.720772087176,119838.01333091376,119838.01333091376,119838.01333091376,0.04731756176264235,0.04731756176264235,0.04731756176264235,1.0,False,none
2025-08-04 07:00:00,2025-07-27 23:00:00,STRONG_SELL,NONE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,999.720772087176,113025.71125925654,113025.71125925654,113025.71125925654,-0.014192905257870442,-0.014192905257870442,-0.014192905257870442,0.0,False,none
2025-08-04 08:00:00,2025-07-27 23:00:00,STRONG_SELL,NONE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,999.720772087176,113025.71125925654,113025.71125925654,113025.71125925654,-0.013274452378349016,-0.013274452378349016,-0.013274452378349016,0.0,False,none
2025-08-04 09:00:00,2025-07-27 23:00:00,STRONG_BUY,NONE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,999.720772087176,121572.01548163053,121572.01548163053,121572.01548163053,0.06338103801509344,0.06338103801509344,0.06338103801509344,1.0,False,none
2025-08-04 10:00:00,2025-07-27 23:00:00,STRONG_BUY,LONG,2025-08-04 11:00:00,114251.83,2025-08-04 14:00:00,114669.65,0.0005250090639706213,59.98324632523055,0.21935928710820105,0.12018585193756931,0.060092925968784655,0.03908050920184708,999.7598525963779,119679.43923915442,119679.43923915442,119679.43923915442,0.047505665678654094,0.047505665678654094,0.047505665678654094,1.0,False,trailing_sl
2025-08-04 11:00:00,2025-07-27 23:00:00,HOLD,NONE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,999.7598525963779,121143.20763397058,121143.20763397058,121143.20763397058,0.05808313527017731,0.05808313527017731,0.05808313527017731,1.0,False,none
2025-08-04 12:00:00,2025-07-27 23:00:00,HOLD,NONE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,999.7598525963779,121572.01548163053,121572.01548163053,121572.01548163053,0.06228053074551274,0.06228053074551274,0.06228053074551274,1.0,False,none
2025-08-04 13:00:00,2025-07-27 23:00:00,STRONG_BUY,NONE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,999.7598525963779,121290.6880822753,121290.6880822753,121290.6880822753,0.05549206137914146,0.05549206137914146,0.05549206137914146,1.0,False,none
2025-08-04 14:00:00,2025-07-27 23:00:00,STRONG_BUY,NONE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,999.7598525963779,121572.01548163053,121572.01548163053,121572.01548163053,0.059573185526302294,0.059573185526302294,0.059573185526302294,1.0,False,none
