decision_time,signal_time,signal,side,entry_time,entry_price,exit_time,exit_price,units,allocation_usd,gross_pnl,fee_usd,slippage_usd,net_pnl,capital_after,median_pred,low_pred,high_pred,median_ret,low_ret,high_ret,p_pos,predict_on_returns,exit_reason
2025-06-14 20:00:00,2025-05-18,HOLD,NONE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.08285746154740337,-0.020518420020443164,0.18623334311524992,0.08285746154740337,-0.020518420020443164,0.18623334311524992,0.5,True,none
2025-06-15 00:00:00,2025-05-18,HOLD,NONE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,-0.029841103707241842,-0.20263225563545484,0.14295004822097118,-0.029841103707241842,-0.20263225563545484,0.14295004822097118,0.5,True,none
2025-06-15 04:00:00,2025-05-18,STRONG_SELL,SHORT,2025-06-15 08:00:00,105428.0,2025-06-16 00:00:00,105723.10178571429,0.000853663163485981,90.0,-0.25191752394322026,0.1802519175239432,0.0901259587619716,-0.5222954002291351,999.4777045997708,-0.13272218185715687,-0.20540945596708882,-0.06003490774722491,-0.13272218185715687,-0.20540945596708882,-0.06003490774722491,0.0,True,trailing_sl
2025-06-15 08:00:00,2025-05-18,HOLD,NONE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,999.4777045997708,-0.0029726181543217323,-0.17501256348354835,0.16906732717490489,-0.0029726181543217323,-0.17501256348354835,0.16906732717490489,0.5,True,none
2025-06-15 12:00:00,2025-05-18,HOLD,NONE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,999.4777045997708,-0.07833467987140852,-0.13271051300011785,-0.023958846742699193,-0.07833467987140852,-0.13271051300011785,-0.023958846742699193,0.0,True,none
2025-06-15 16:00:00,2025-05-18,HOLD,NONE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,999.4777045997708,-0.15253394821774685,-0.2153635748558802,-0.08970432157961351,-0.15253394821774685,-0.2153635748558802,-0.08970432157961351,0.0,True,none
2025-06-15 20:00:00,2025-05-18,STRONG_SELL,SHORT,2025-06-16 00:00:00,105594.02,2025-06-16 04:00:00,106174.43642857143,0.0008518758298431991,89.95299341397937,-0.49444272674390555,0.18040042955470265,0.09020021477735132,-0.7650433710759594,998.7126612286949,-0.028600455413092363,-0.03471161149749086,-0.022489299328693868,-0.028600455413092363,-0.03471161149749086,-0.022489299328693868,0.0,True,trailing_sl
2025-06-16 00:00:00,2025-05-18,HOLD,NONE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,998.7126612286949,0.06900493808088726,0.0060164222392001965,0.1319934539225743,0.06900493808088726,0.0060164222392001965,0.1319934539225743,0.5,True,none
2025-06-16 04:00:00,2025-05-18,HOLD,NONE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,998.7126612286949,-0.010836780268302895,-0.032601638049291004,0.010928077512685215,-0.010836780268302895,-0.032601638049291004,0.010928077512685215,0.5,True,none
2025-06-16 08:00:00,2025-05-18,STRONG_SELL,SHORT,2025-06-16 12:00:00,106884.0,2025-06-16 12:00:00,107746.26142857142,0.0008409503715297195,89.88413951058253,-0.7251190687128845,0.18049339808987797,0.09024669904493898,-0.9958591658477014,997.7168020628471,-0.2280060971586831,-0.2813010778960287,-0.17471111642133752,-0.2280060971586831,-0.2813010778960287,-0.17471111642133752,0.0,True,trailing_sl
