number,value,datetime_start,datetime_complete,duration,params_atr_multiplier_stop,params_input_chunk_length,params_layer_widths,params_num_blocks,params_num_layers,params_prob_threshold,params_risk_per_trade,params_threshold_pct,params_use_vol_sizing,params_use_wavelet,user_attrs_metrics,state
32,-16.19302601464445,2025-08-20 21:40:26.135089,2025-08-20 21:46:15.453126,0 days 00:05:49.318037,2.5,48,128,3,4,0.95,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.2746124830710519, 'avg_pnl_ci_u': -0.105479363169189}",COMPLETE
33,-16.19302601464445,2025-08-20 21:46:15.453360,2025-08-20 21:52:09.204131,0 days 00:05:53.750771,2.5,48,128,3,4,0.95,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.2662822771242981, 'avg_pnl_ci_u': -0.10934514085342048}",COMPLETE
34,-16.19302601464445,2025-08-20 21:52:09.204391,2025-08-20 21:58:01.351483,0 days 00:05:52.147092,2.5,48,128,3,4,0.95,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.26742510918964757, 'avg_pnl_ci_u': -0.10594498290383349}",COMPLETE
31,-16.19302601464445,2025-08-20 21:34:33.861696,2025-08-20 21:40:26.134855,0 days 00:05:52.273159,2.5,48,128,3,4,0.95,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.2700901843574802, 'avg_pnl_ci_u': -0.11134550701952053}",COMPLETE
25,-16.19302601464445,2025-08-20 21:04:47.963640,2025-08-20 21:11:13.378221,0 days 00:06:25.414581,2.5,48,128,3,4,0.95,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.27216569185243844, 'avg_pnl_ci_u': -0.11519292348787513}",COMPLETE
27,-16.19302601464445,2025-08-20 21:14:07.855798,2025-08-20 21:20:06.722588,0 days 00:05:58.866790,2.5,48,128,3,4,0.95,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.27234343116183835, 'avg_pnl_ci_u': -0.11390734786548945}",COMPLETE
73,-16.19302601464445,2025-08-21 01:40:10.556917,2025-08-21 01:46:46.659765,0 days 00:06:36.102848,2.5,48,128,3,4,0.95,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.2704802867163116, 'avg_pnl_ci_u': -0.10604357455263186}",COMPLETE
72,-16.19302601464445,2025-08-21 01:33:34.585825,2025-08-21 01:40:10.556594,0 days 00:06:35.970769,2.5,48,128,3,4,0.95,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.27100642151376875, 'avg_pnl_ci_u': -0.1142560690413057}",COMPLETE
74,-16.19302601464445,2025-08-21 01:46:46.660044,2025-08-21 01:53:19.496106,0 days 00:06:32.836062,2.5,48,128,3,4,0.95,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.26382369456633853, 'avg_pnl_ci_u': -0.11631046465374116}",COMPLETE
75,-16.19302601464445,2025-08-21 01:53:19.496451,2025-08-21 01:59:45.310975,0 days 00:06:25.814524,2.5,48,128,3,4,0.95,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.2629775182060099, 'avg_pnl_ci_u': -0.11240466584549637}",COMPLETE
82,-16.19302601464445,2025-08-21 02:36:20.208565,2025-08-21 02:43:16.394461,0 days 00:06:56.185896,2.5,48,128,3,4,0.95,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.27068841474883626, 'avg_pnl_ci_u': -0.11039134133984942}",COMPLETE
83,-16.19302601464445,2025-08-21 02:43:16.394842,2025-08-21 02:50:16.045532,0 days 00:06:59.650690,2.5,48,128,3,4,0.95,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.27264701131436353, 'avg_pnl_ci_u': -0.11437177002918877}",COMPLETE
81,-16.19302601464445,2025-08-21 02:29:19.793145,2025-08-21 02:36:20.208224,0 days 00:07:00.415079,2.5,48,128,3,4,0.95,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.28121576086951516, 'avg_pnl_ci_u': -0.11200708051343487}",COMPLETE
80,-16.19302601464445,2025-08-21 02:22:00.897468,2025-08-21 02:29:19.792745,0 days 00:07:18.895277,2.5,48,128,3,4,0.9,0.01,0.002,False,True,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.2652510311333093, 'avg_pnl_ci_u': -0.11116250153606713}",COMPLETE
94,-16.19302601464445,2025-08-21 03:47:40.984540,2025-08-21 03:53:35.262678,0 days 00:05:54.278138,2.5,48,128,3,4,0.95,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.2753727431107575, 'avg_pnl_ci_u': -0.10796964176386797}",COMPLETE
91,-16.19302601464445,2025-08-21 03:28:45.978320,2025-08-21 03:34:58.242698,0 days 00:06:12.264378,2.5,48,128,3,4,0.95,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.2749901284158892, 'avg_pnl_ci_u': -0.11573069367825496}",COMPLETE
88,-16.19302601464445,2025-08-21 03:13:02.135313,2025-08-21 03:18:57.408704,0 days 00:05:55.273391,2.5,48,128,3,4,0.95,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.26694759253576755, 'avg_pnl_ci_u': -0.10806858134804263}",COMPLETE
87,-16.19302601464445,2025-08-21 03:06:57.097024,2025-08-21 03:13:02.135080,0 days 00:06:05.038056,2.5,48,128,3,4,0.85,0.01,0.002,True,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.2668232125913185, 'avg_pnl_ci_u': -0.10405165235559981}",COMPLETE
64,-16.19302601464445,2025-08-21 00:45:31.191446,2025-08-21 00:52:09.200756,0 days 00:06:38.009310,2.5,48,128,3,4,0.95,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.27265590171815, 'avg_pnl_ci_u': -0.11325720186568396}",COMPLETE
63,-16.19302601464445,2025-08-21 00:38:50.465157,2025-08-21 00:45:31.191073,0 days 00:06:40.725916,2.5,48,128,3,4,0.95,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.26845104674971076, 'avg_pnl_ci_u': -0.11839032247697116}",COMPLETE
52,-16.19302601464445,2025-08-20 23:31:17.819401,2025-08-20 23:36:52.661363,0 days 00:05:34.841962,2.5,48,128,3,4,0.95,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.25650053397837363, 'avg_pnl_ci_u': -0.10742587741186649}",COMPLETE
53,-16.19302601464445,2025-08-20 23:36:52.661680,2025-08-20 23:43:07.203956,0 days 00:06:14.542276,2.5,48,128,3,4,0.95,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.26179438330310006, 'avg_pnl_ci_u': -0.11191113599581169}",COMPLETE
55,-16.19302601464445,2025-08-20 23:49:07.438739,2025-08-20 23:55:45.406635,0 days 00:06:37.967896,2.5,48,128,3,4,0.95,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.2624321972938894, 'avg_pnl_ci_u': -0.10341836112601932}",COMPLETE
56,-16.19302601464445,2025-08-20 23:55:45.406970,2025-08-21 00:02:27.834332,0 days 00:06:42.427362,2.5,48,128,3,4,0.95,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.26724573811729346, 'avg_pnl_ci_u': -0.1066327324495397}",COMPLETE
59,-16.19302601464445,2025-08-21 00:14:32.717621,2025-08-21 00:21:09.611083,0 days 00:06:36.893462,2.5,48,128,3,4,0.95,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.2743261292637137, 'avg_pnl_ci_u': -0.11267804844863989}",COMPLETE
57,-16.19302601464445,2025-08-21 00:02:27.834645,2025-08-21 00:09:06.355004,0 days 00:06:38.520359,2.5,48,128,3,4,0.85,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.2626346160659997, 'avg_pnl_ci_u': -0.10841173432423797}",COMPLETE
62,-16.19302601464445,2025-08-21 00:32:09.318609,2025-08-21 00:38:50.464808,0 days 00:06:41.146199,2.5,48,128,3,4,0.95,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.2698658032503516, 'avg_pnl_ci_u': -0.10921853564642853}",COMPLETE
61,-16.19302601464445,2025-08-21 00:25:31.801182,2025-08-21 00:32:09.318347,0 days 00:06:37.517165,2.5,48,128,3,4,0.95,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.2699043204611791, 'avg_pnl_ci_u': -0.12031095189627639}",COMPLETE
65,-16.19302601464445,2025-08-21 00:52:09.201046,2025-08-21 00:58:45.768394,0 days 00:06:36.567348,2.5,48,128,3,4,0.95,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.26656716731133584, 'avg_pnl_ci_u': -0.11425356531645334}",COMPLETE
51,-16.19302601464445,2025-08-20 23:25:48.700695,2025-08-20 23:31:17.819117,0 days 00:05:29.118422,2.5,48,128,3,4,0.95,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.2744824234748471, 'avg_pnl_ci_u': -0.1016627192055453}",COMPLETE
50,-16.19302601464445,2025-08-20 23:19:41.762844,2025-08-20 23:25:48.700474,0 days 00:06:06.937630,2.5,48,128,3,4,0.95,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.2633700698476972, 'avg_pnl_ci_u': -0.11077000849363157}",COMPLETE
48,-16.19302601464445,2025-08-20 23:07:55.428960,2025-08-20 23:14:31.457775,0 days 00:06:36.028815,2.5,48,128,3,4,0.95,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.27429611250206687, 'avg_pnl_ci_u': -0.11457711333917137}",COMPLETE
44,-16.19302601464445,2025-08-20 22:45:26.989983,2025-08-20 22:51:57.637748,0 days 00:06:30.647765,2.5,48,128,3,4,0.95,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.27014962040811474, 'avg_pnl_ci_u': -0.11188165511697627}",COMPLETE
41,-16.19302601464445,2025-08-20 22:25:50.310496,2025-08-20 22:32:24.543668,0 days 00:06:34.233172,2.5,48,128,3,4,0.95,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.27509189876937157, 'avg_pnl_ci_u': -0.11473512980144678}",COMPLETE
43,-16.19302601464445,2025-08-20 22:38:57.454032,2025-08-20 22:45:26.989723,0 days 00:06:29.535691,2.5,48,128,3,4,0.95,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.27121784100856616, 'avg_pnl_ci_u': -0.11159242417862232}",COMPLETE
42,-16.19302601464445,2025-08-20 22:32:24.543962,2025-08-20 22:38:57.453717,0 days 00:06:32.909755,2.5,48,128,3,4,0.95,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.2775663398559494, 'avg_pnl_ci_u': -0.1127589495637589}",COMPLETE
99,-16.19302601464445,2025-08-21 04:13:57.049477,2025-08-21 04:19:32.132970,0 days 00:05:35.083493,2.5,48,128,3,4,0.9,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.26949819574270223, 'avg_pnl_ci_u': -0.11828921373716741}",COMPLETE
96,-16.19302601464445,2025-08-21 03:59:15.134154,2025-08-21 04:04:56.107560,0 days 00:05:40.973406,2.5,48,128,3,4,0.95,0.005,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.26393185107217887, 'avg_pnl_ci_u': -0.10139565935934604}",COMPLETE
93,-16.19302601464445,2025-08-21 03:41:22.841501,2025-08-21 03:47:40.984299,0 days 00:06:18.142798,2.5,48,128,3,4,0.95,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.2698202396796306, 'avg_pnl_ci_u': -0.10145720033625737}",COMPLETE
92,-16.19302601464445,2025-08-21 03:34:58.242969,2025-08-21 03:41:22.841194,0 days 00:06:24.598225,2.5,48,128,3,4,0.95,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.26658906921597864, 'avg_pnl_ci_u': -0.10986400344258432}",COMPLETE
85,-16.19302601464445,2025-08-21 02:56:41.147552,2025-08-21 03:02:56.136682,0 days 00:06:14.989130,2.5,48,128,3,4,0.95,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.27302245411993203, 'avg_pnl_ci_u': -0.10660572978768514}",COMPLETE
84,-16.19302601464445,2025-08-21 02:50:16.045866,2025-08-21 02:56:41.147246,0 days 00:06:25.101380,2.5,48,128,3,4,0.95,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.27051810431964357, 'avg_pnl_ci_u': -0.11258794534600934}",COMPLETE
71,-16.19302601464445,2025-08-21 01:26:57.202798,2025-08-21 01:33:34.585504,0 days 00:06:37.382706,2.5,48,128,3,4,0.95,0.01,0.002,False,False,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.26750191610143853, 'avg_pnl_ci_u': -0.1011465190319277}",COMPLETE
69,-16.19302601464445,2025-08-21 01:15:51.492537,2025-08-21 01:22:28.535487,0 days 00:06:37.042950,2.5,48,128,3,4,0.95,0.005,0.002,False,True,"{'final_capital': 994.3581985060165, 'total_return_pct': -0.5641801493983523, 'ann_sharpe': -16.19302601464445, 'max_drawdown_pct': -0.5409899862185317, 'num_executed': 30, 'win_rate': 0.2, 'avg_pnl': -0.18806004979944788, 'profit_factor': 0.10345181851709663, 'avg_pnl_ci_l': -0.26463810088266904, 'avg_pnl_ci_u': -0.11647777060603559}",COMPLETE
8,-16.482639327279017,2025-08-20 19:31:25.775844,2025-08-20 19:36:22.831252,0 days 00:04:57.055408,2.5,72,128,3,3,0.95,0.005,0.002,False,False,"{'final_capital': 994.7097801640291, 'total_return_pct': -0.5290219835970889, 'ann_sharpe': -16.482639327279017, 'max_drawdown_pct': -0.5068659225334748, 'num_executed': 31, 'win_rate': 0.16129032258064516, 'avg_pnl': -0.17065225277326124, 'profit_factor': 0.13558593986417564, 'avg_pnl_ci_l': -0.24123073381583648, 'avg_pnl_ci_u': -0.08984780425068212}",COMPLETE
11,-17.451479721209246,2025-08-20 19:45:12.745109,2025-08-20 19:51:25.791078,0 days 00:06:13.045969,2.5,48,128,3,4,0.95,0.01,0.01,False,False,"{'final_capital': 993.9884524454311, 'total_return_pct': -0.6011547554568897, 'ann_sharpe': -17.451479721209246, 'max_drawdown_pct': -0.5779732153984896, 'num_executed': 28, 'win_rate': 0.14285714285714285, 'avg_pnl': -0.2146981269488942, 'profit_factor': 0.07645539274368966, 'avg_pnl_ci_l': -0.29632693522003695, 'avg_pnl_ci_u': -0.12723567602333968}",COMPLETE
21,-17.451479721209246,2025-08-20 20:41:17.901378,2025-08-20 20:47:26.147778,0 days 00:06:08.246400,2.5,48,128,3,4,0.95,0.01,0.01,False,False,"{'final_capital': 993.9884524454311, 'total_return_pct': -0.6011547554568897, 'ann_sharpe': -17.451479721209246, 'max_drawdown_pct': -0.5779732153984896, 'num_executed': 28, 'win_rate': 0.14285714285714285, 'avg_pnl': -0.2146981269488942, 'profit_factor': 0.07645539274368966, 'avg_pnl_ci_l': -0.29217506723373016, 'avg_pnl_ci_u': -0.12795168580246716}",COMPLETE
22,-17.451479721209246,2025-08-20 20:47:26.148042,2025-08-20 20:53:11.496195,0 days 00:05:45.348153,2.5,48,128,3,4,0.95,0.01,0.01,False,False,"{'final_capital': 993.9884524454311, 'total_return_pct': -0.6011547554568897, 'ann_sharpe': -17.451479721209246, 'max_drawdown_pct': -0.5779732153984896, 'num_executed': 28, 'win_rate': 0.14285714285714285, 'avg_pnl': -0.2146981269488942, 'profit_factor': 0.07645539274368966, 'avg_pnl_ci_l': -0.3011026272104259, 'avg_pnl_ci_u': -0.13280130760113312}",COMPLETE
23,-17.451479721209246,2025-08-20 20:53:11.496444,2025-08-20 20:59:02.679301,0 days 00:05:51.182857,2.5,48,128,3,4,0.95,0.01,0.01,False,False,"{'final_capital': 993.9884524454311, 'total_return_pct': -0.6011547554568897, 'ann_sharpe': -17.451479721209246, 'max_drawdown_pct': -0.5779732153984896, 'num_executed': 28, 'win_rate': 0.14285714285714285, 'avg_pnl': -0.2146981269488942, 'profit_factor': 0.07645539274368966, 'avg_pnl_ci_l': -0.29516556370064484, 'avg_pnl_ci_u': -0.1421991554964259}",COMPLETE
13,-17.451479721209246,2025-08-20 19:57:10.572914,2025-08-20 20:03:23.476447,0 days 00:06:12.903533,2.5,48,128,3,4,0.95,0.01,0.01,False,False,"{'final_capital': 993.9884524454311, 'total_return_pct': -0.6011547554568897, 'ann_sharpe': -17.451479721209246, 'max_drawdown_pct': -0.5779732153984896, 'num_executed': 28, 'win_rate': 0.14285714285714285, 'avg_pnl': -0.2146981269488942, 'profit_factor': 0.07645539274368966, 'avg_pnl_ci_l': -0.29435224410870203, 'avg_pnl_ci_u': -0.1290439318441768}",COMPLETE
