decision_time,signal_time,signal,side,entry_time,entry_price,exit_time,exit_price,units,allocation_usd,gross_pnl,fee_usd,slippage_usd,net_pnl,capital_after,median_pred,low_pred,high_pred,median_ret,low_ret,high_ret,p_pos,predict_on_returns,exit_reason
2025-08-04 21:00:00,2025-07-28 22:00:00,STRONG_BUY,LONG,2025-08-04 22:00:00,115111.09,2025-08-04 23:00:00,115055.03,0.0005212356168289259,60.00000000000001,-0.029220468679428374,0.11997077953132058,0.05998538976566029,-0.20917663797640926,999.7908233620236,120197.47375837005,120197.47375837005,120197.47375837005,0.0441867395953774,0.0441867395953774,0.0441867395953774,1.0,False,time_exit
2025-08-04 22:00:00,2025-07-28 22:00:00,STRONG_BUY,NONE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,999.7908233620236,119894.10123388663,119894.10123388663,119894.10123388663,0.039611414488115095,0.039611414488115095,0.039611414488115095,1.0,False,none
2025-08-04 23:00:00,2025-07-28 22:00:00,STRONG_BUY,NONE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,999.7908233620236,117559.89348685098,117559.89348685098,117559.89348685098,0.021771003726225473,0.021771003726225473,0.021771003726225473,1.0,False,none
2025-08-05 00:00:00,2025-07-28 22:00:00,STRONG_BUY,NONE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,999.7908233620236,120197.47375837005,120197.47375837005,120197.47375837005,0.04622381650946323,0.04622381650946323,0.04622381650946323,1.0,False,none
2025-08-05 01:00:00,2025-07-28 22:00:00,STRONG_BUY,NONE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,999.7908233620236,117806.63687779283,117806.63687779283,117806.63687779283,0.027012273829573417,0.027012273829573417,0.027012273829573417,1.0,False,none
2025-08-05 02:00:00,2025-07-28 22:00:00,STRONG_BUY,NONE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,999.7908233620236,117535.97899206518,117535.97899206518,117535.97899206518,0.024553058889454037,0.024553058889454037,0.024553058889454037,1.0,False,none
2025-08-05 03:00:00,2025-07-28 22:00:00,STRONG_BUY,NONE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,999.7908233620236,118158.07259531198,118158.07259531198,118158.07259531198,0.034144321284124125,0.034144321284124125,0.034144321284124125,1.0,False,none
2025-08-05 04:00:00,2025-07-28 22:00:00,STRONG_BUY,NONE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,999.7908233620236,119444.73986568472,119444.73986568472,119444.73986568472,0.04466299205780406,0.04466299205780406,0.04466299205780406,1.0,False,none
2025-08-05 05:00:00,2025-07-28 22:00:00,STRONG_BUY,NONE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,999.7908233620236,118326.05116889527,118326.05116889527,118326.05116889527,0.03426447486617845,0.03426447486617845,0.03426447486617845,1.0,False,none
2025-08-05 06:00:00,2025-07-28 22:00:00,STRONG_BUY,NONE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,999.7908233620236,117333.05276164075,117333.05276164075,117333.05276164075,0.027627085398035902,0.027627085398035902,0.027627085398035902,1.0,False,none
2025-08-05 07:00:00,2025-07-28 22:00:00,STRONG_BUY,NONE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,999.7908233620236,117333.05276164075,117333.05276164075,117333.05276164075,0.02951093809706222,0.02951093809706222,0.02951093809706222,1.0,False,none
2025-08-05 08:00:00,2025-07-28 22:00:00,STRONG_BUY,NONE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,999.7908233620236,120197.47375837005,120197.47375837005,120197.47375837005,0.05177045264767821,0.05177045264767821,0.05177045264767821,1.0,False,none
2025-08-05 09:00:00,2025-07-28 22:00:00,STRONG_BUY,LONG,2025-08-05 10:00:00,114694.76,2025-08-05 11:00:00,114827.07,0.0005230182215972326,59.98744940172141,0.06920054089953624,0.12004409934434235,0.060022049672171174,-0.11086560811697728,999.6799577539066,118302.93654201987,118302.93654201987,118302.93654201987,0.03145894844733865,0.03145894844733865,0.03145894844733865,1.0,False,time_exit
2025-08-05 10:00:00,2025-07-28 22:00:00,STRONG_BUY,NONE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,999.6799577539066,119078.16465980398,119078.16465980398,119078.16465980398,0.03689348489270431,0.03689348489270431,0.03689348489270431,1.0,False,none
2025-08-05 11:00:00,2025-07-28 22:00:00,STRONG_BUY,NONE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,999.6799577539066,120197.47375837005,120197.47375837005,120197.47375837005,0.046769492231840806,0.046769492231840806,0.046769492231840806,1.0,False,none
