prob,thr,atr_mult,hold,n_trades,avg_net_return_pct,total_net_return_pct,win_rate,avg_net_return_ci_l,avg_net_return_ci_u
0.7,0.001,1.5,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005506312229595526,-0.0020555594751810527
0.7,0.001,1.5,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005247526957481538,-0.0023567896900013588
0.7,0.001,1.5,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.0051117936208917355,-0.002028519901120847
0.7,0.001,1.5,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005435179467180706,-0.0019323651520413798
0.7,0.001,2.0,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005427992413835435,-0.002033461923650866
0.7,0.001,2.0,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005339998242972888,-0.002038504320085588
0.7,0.001,2.0,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005347826859191788,-0.00190691778158651
0.7,0.001,2.0,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005340744130320358,-0.0020698020728957315
0.7,0.001,2.5,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005484434412742077,-0.00205953333425993
0.7,0.001,2.5,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005456338335487029,-0.002072133664107288
0.7,0.001,2.5,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005500912679193873,-0.0019765234090409938
0.7,0.001,2.5,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.00537641901569521,-0.001996045679314209
0.7,0.001,3.0,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005310413209576714,-0.0018672179316490704
0.7,0.001,3.0,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005402312541318201,-0.0020419572642005894
0.7,0.001,3.0,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.00557265250816277,-0.002024660984056843
0.7,0.001,3.0,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005576857484483093,-0.0020299632396667726
0.7,0.0015,1.5,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005367223192481374,-0.001971293513142902
0.7,0.0015,1.5,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005497477044951122,-0.00228511684961131
0.7,0.0015,1.5,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.0054732209423290976,-0.002117124863198543
0.7,0.0015,1.5,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005451661732935021,-0.0019785461173420405
0.7,0.0015,2.0,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.0054610876905326735,-0.0019955036083849995
0.7,0.0015,2.0,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005321036985027274,-0.0021258413439629604
0.7,0.0015,2.0,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005433524066817392,-0.002136826797611862
0.7,0.0015,2.0,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005284377719337973,-0.001989905134563049
0.7,0.0015,2.5,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005281252084627912,-0.0019437898269932545
0.7,0.0015,2.5,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005391876406582023,-0.002197907586732996
0.7,0.0015,2.5,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005448962763914586,-0.0019216643548039041
0.7,0.0015,2.5,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005340976804788107,-0.0021423513682979826
0.7,0.0015,3.0,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.00549935017331031,-0.001937397433849232
0.7,0.0015,3.0,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005252325413107612,-0.0021332706659724565
0.7,0.0015,3.0,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005202738927209359,-0.0021467073340802607
0.7,0.0015,3.0,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005089074363934933,-0.0019232045892941232
0.7,0.002,1.5,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.0053810801211784665,-0.001984162147906287
0.7,0.002,1.5,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005270105569925347,-0.0020821747116687543
0.7,0.002,1.5,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005560128530428453,-0.002131343018120485
0.7,0.002,1.5,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005385837018050763,-0.002069424258418759
0.7,0.002,2.0,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005485595420591003,-0.002162203323995999
0.7,0.002,2.0,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005522419067055656,-0.0019543121707872816
0.7,0.002,2.0,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005356703431238685,-0.0020418516928249306
0.7,0.002,2.0,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.0053616767064011,-0.001958260965150938
0.7,0.002,2.5,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005480341445127992,-0.0020676034852950107
0.7,0.002,2.5,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005304707910654209,-0.002054190187913164
0.7,0.002,2.5,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005310472142479607,-0.0018854656312019184
0.7,0.002,2.5,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005385023675244164,-0.0021113007852205084
0.7,0.002,3.0,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005570100582702406,-0.0019388688883436606
0.7,0.002,3.0,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005293741893768735,-0.0019200320807699585
0.7,0.002,3.0,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005414204635707331,-0.001934187510840418
0.7,0.002,3.0,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.00548577545167986,-0.00193664044326829
0.7,0.003,1.5,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005531986955994435,-0.002134222074460432
0.7,0.003,1.5,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005326205415233495,-0.0018402756092113525
0.7,0.003,1.5,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005396969620271144,-0.0020359227676142234
0.7,0.003,1.5,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005319189361968549,-0.0021215662453164426
0.7,0.003,2.0,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005423615658049107,-0.0019216463382007191
0.7,0.003,2.0,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005402383553522095,-0.0020672946848707655
0.7,0.003,2.0,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005679463799943037,-0.0019493349843639107
0.7,0.003,2.0,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.0054108754167930435,-0.002196789951085752
0.7,0.003,2.5,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005464774086282249,-0.0020555409864931725
0.7,0.003,2.5,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005304815565255651,-0.0020511560130920294
0.7,0.003,2.5,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005387599495831669,-0.00209726141120218
0.7,0.003,2.5,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.0052824573522950525,-0.0020745396929898684
0.7,0.003,3.0,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005328168883639013,-0.0022032211076204867
0.7,0.003,3.0,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.00537504447165312,-0.0020542843219070323
0.7,0.003,3.0,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005398871721657485,-0.002290494072024533
0.7,0.003,3.0,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005460314111165646,-0.0021262430729420342
0.75,0.0005,1.5,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005379411495881303,-0.001953397647071735
0.75,0.0005,1.5,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005230254007436546,-0.0020316362621486768
0.75,0.0005,1.5,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005332668171075813,-0.0020518665673811072
0.75,0.0005,1.5,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005205569494519087,-0.0020585582923931998
0.75,0.0005,2.0,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005323198682969243,-0.001976463198269099
0.75,0.0005,2.0,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005354907398739794,-0.0022456745549453267
0.75,0.0005,2.0,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.00534511822987465,-0.002144644250599508
0.75,0.0005,2.0,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005364374540072966,-0.001996616734355622
0.75,0.0005,2.5,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005432050227145935,-0.001822239539524166
0.75,0.0005,2.5,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005383108083820232,-0.00227029186543982
0.75,0.0005,2.5,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005741759839540602,-0.001871337392435111
0.75,0.0005,2.5,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.0051815567946266634,-0.002076308648173902
0.75,0.0005,3.0,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005477079588166967,-0.002062248299114915
0.75,0.0005,3.0,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005442363595995861,-0.002111546468023627
0.75,0.0005,3.0,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005263577007557735,-0.0018531230056315765
0.75,0.0005,3.0,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.0053159808070167534,-0.0019357188974788598
0.75,0.001,1.5,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.0055587798389465475,-0.00223077704489919
0.75,0.001,1.5,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005550263931622664,-0.0022172327215160374
0.75,0.001,1.5,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.0056112779370182655,-0.002006358565679543
0.75,0.001,1.5,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005439742326844352,-0.0021600489430942398
0.75,0.001,2.0,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005377194071260122,-0.0018700990055742696
0.75,0.001,2.0,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005181210643556652,-0.0021402010892452596
0.75,0.001,2.0,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.00542416933088216,-0.0020491301498240075
0.75,0.001,2.0,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005218131683943422,-0.0020846831948332493
0.75,0.001,2.5,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005506689572630939,-0.0019593422445865244
0.75,0.001,2.5,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005331790006876365,-0.0020361524529643356
0.75,0.001,2.5,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005459018709628528,-0.002167724640470209
0.75,0.001,2.5,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.0055009818076536135,-0.002181125386897487
0.75,0.001,3.0,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005381684845666866,-0.002010925860131085
0.75,0.001,3.0,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005488994597725021,-0.001709806615095628
0.75,0.001,3.0,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005383591459165603,-0.0020366249106215446
0.75,0.001,3.0,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005574418636821516,-0.0019887168507635453
0.75,0.0015,1.5,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005473541589903759,-0.0021093746330302825
0.75,0.0015,1.5,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005344966004096785,-0.0022030033856297268
0.75,0.0015,1.5,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005514198035250554,-0.002036333517252114
0.75,0.0015,1.5,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.0054114135030171985,-0.0020959961459611964
0.75,0.0015,2.0,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005400350468652824,-0.002283420609260337
0.75,0.0015,2.0,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005150647905517578,-0.0019610104413059475
0.75,0.0015,2.0,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005192030251218891,-0.0020941318922067143
0.75,0.0015,2.0,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005149727746067476,-0.0021161799212657505
0.75,0.0015,2.5,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005382140816989492,-0.0021482651817085353
0.75,0.0015,2.5,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005346451021772244,-0.001960832069524168
0.75,0.0015,2.5,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005392989209867877,-0.0022044279689246034
0.75,0.0015,2.5,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005545453415927475,-0.002029382651402521
0.75,0.0015,3.0,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005481161015550637,-0.001990499837509362
0.75,0.0015,3.0,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005478786048097119,-0.002012638449674259
0.75,0.0015,3.0,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005494060017824291,-0.0020346842182550557
0.75,0.0015,3.0,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005292034231930924,-0.0022153776482590985
0.75,0.002,1.5,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005332279477384462,-0.001986800425443304
0.75,0.002,1.5,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005220502663841001,-0.0021577058026904143
0.75,0.002,1.5,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005347907169905206,-0.002007066599916885
0.75,0.002,1.5,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005267183942599762,-0.0018731660892225494
0.75,0.002,2.0,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005426191376352221,-0.002118229106774897
0.75,0.002,2.0,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005440268735865534,-0.001959819436361435
0.75,0.002,2.0,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005416000343137155,-0.0017899487510215414
0.75,0.002,2.0,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005581782656038564,-0.002122464147047659
0.75,0.002,2.5,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.00549455075515772,-0.002172101425464912
0.75,0.002,2.5,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005331799979452802,-0.002122112932716587
0.75,0.002,2.5,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005478202924351035,-0.002194604197104783
0.75,0.002,2.5,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.00533526951496576,-0.0019067006621508941
0.75,0.002,3.0,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005527382940768159,-0.0022750100967656034
0.75,0.002,3.0,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.00545318318238149,-0.001965106649710229
0.75,0.002,3.0,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005238994751922828,-0.002101879833556903
0.75,0.002,3.0,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005534884896522087,-0.001961577855187403
0.75,0.003,1.5,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005268263801592799,-0.0020801793353998625
0.75,0.003,1.5,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005172352142361467,-0.00199253680639685
0.75,0.003,1.5,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005368599147203928,-0.002102976430782656
0.75,0.003,1.5,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.0052562021491417855,-0.0019477448929702901
0.75,0.003,2.0,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005085412378430893,-0.001902047068587725
0.75,0.003,2.0,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005318820427035113,-0.002150854262096253
0.75,0.003,2.0,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005546630613696067,-0.0018773931320506365
0.75,0.003,2.0,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005333939700183257,-0.001911394377635016
0.75,0.003,2.5,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005252987066987792,-0.0018887493985035853
0.75,0.003,2.5,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005622926818402459,-0.002093150993741573
0.75,0.003,2.5,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005627023591069232,-0.0020047657955965495
0.75,0.003,2.5,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005222559427042913,-0.001985832016158722
0.75,0.003,3.0,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.0051082875861514915,-0.00228859451257005
0.75,0.003,3.0,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.0053965791699599214,-0.0017856448451441791
0.75,0.003,3.0,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005545887076661348,-0.0017781424999123861
0.75,0.003,3.0,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005735364567277312,-0.002122442475458863
0.8,0.0005,1.5,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005305666421194249,-0.0019202676516216594
0.8,0.0005,1.5,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.00522066556922821,-0.0017211097616886889
0.8,0.0005,1.5,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005357133224560377,-0.0019493032213019304
0.8,0.0005,1.5,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005410558468946317,-0.0020553891189172492
0.8,0.0005,2.0,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005224886382801925,-0.001991173926282669
0.8,0.0005,2.0,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005356867481679137,-0.0018843835036574414
0.8,0.0005,2.0,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005419819911836533,-0.0018772596230762295
0.8,0.0005,2.0,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005674215844759706,-0.002147645126475702
0.8,0.0005,2.5,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005103760288666698,-0.002034992918211056
0.8,0.0005,2.5,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005219964573217318,-0.002135579284681966
0.8,0.0005,2.5,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005305409952589282,-0.0018463989219857104
0.8,0.0005,2.5,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005558083456296649,-0.0018918650258744065
0.8,0.0005,3.0,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.0051627037493716,-0.002069894220950789
0.8,0.0005,3.0,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005278612573671496,-0.002317785253571485
0.8,0.0005,3.0,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005389487870071053,-0.0020871867746823525
0.8,0.0005,3.0,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005246388032091891,-0.0021103988646108767
0.8,0.001,1.5,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005507710700339949,-0.0019724745440975215
0.8,0.001,1.5,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005438693747517952,-0.0018488374946178227
0.8,0.001,1.5,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005221186297052038,-0.0019167294818013766
0.8,0.001,1.5,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005189104038389771,-0.001953318276155875
0.8,0.001,2.0,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005545977066104482,-0.002032193381797702
0.8,0.001,2.0,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005311894630403797,-0.0021947278802674935
0.8,0.001,2.0,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005491284561004016,-0.0021755647363758653
0.8,0.001,2.0,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005470617843582412,-0.0017810418101428314
0.8,0.001,2.5,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.00535018414923239,-0.002077204368512029
0.8,0.001,2.5,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005706949542677673,-0.002066319584719097
0.8,0.001,2.5,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005574709623726448,-0.002006642310313548
0.8,0.001,2.5,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005265621308885584,-0.0019825000389422863
0.8,0.001,3.0,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005421777831389042,-0.0020953432820096474
0.8,0.001,3.0,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005385446270965813,-0.002175941440388729
0.8,0.001,3.0,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005318403435285387,-0.0021157592823281097
0.8,0.001,3.0,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005465192871982247,-0.0019705979746374174
0.8,0.0015,1.5,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005272538151039904,-0.0021465236158397594
0.8,0.0015,1.5,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005432950130679953,-0.0019267066623046352
0.8,0.0015,1.5,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005217264306292946,-0.002209203588401407
0.8,0.0015,1.5,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005442510993305435,-0.0020624712343026977
0.8,0.0015,2.0,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005444298975240593,-0.0018425939421518338
0.8,0.0015,2.0,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.0053022287153312265,-0.0017321719084994343
0.8,0.0015,2.0,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005257381840048706,-0.002107197148794728
0.8,0.0015,2.0,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.0053281814860412155,-0.0021330974309880135
0.8,0.0015,2.5,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005577645099853812,-0.0022041212935341547
0.8,0.0015,2.5,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005204489801495338,-0.001922212370279726
0.8,0.0015,2.5,8,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005524311754492488,-0.0019514110994383886
0.8,0.0015,2.5,12,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.00508945640580621,-0.0019245344787575135
0.8,0.0015,3.0,4,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005460809416480402,-0.0020147703279766336
0.8,0.0015,3.0,6,17,-0.0037048644056641377,-0.06298269489629034,0.23529411764705882,-0.005221443402441153,-0.0019178976764675079
